State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
1,19,AL,Cherokee County,"4,420","3,434","5,406",18.4,14.3,22.5,"1,425","1,091","1,758",28.1,21.5,34.6,971,742,"1,200",25.5,19.5,31.5,"38,024","34,956","41,092",,,,,,
1,21,AL,Chilton County,"7,954","6,670","9,238",18.7,15.7,21.7,"2,851","2,326","3,377",27.5,22.4,32.6,"1,914","1,526","2,302",25.5,20.3,30.6,"38,916","36,096","41,737",,,,,,
1,23,AL,Choctaw County,"3,149","2,444","3,854",22.8,17.7,27.9,965,750,"1,180",29.8,23.1,36.4,644,498,790,26.7,20.7,32.8,"31,067","27,953","34,182",,,,,,
1,25,AL,Clarke County,"7,460","6,479","8,440",29.1,25.2,32.9,"2,500","2,130","2,870",37.9,32.3,43.5,"1,634","1,364","1,904",32.6,27.2,38,"32,729","29,366","36,091",,,,,,
1,27,AL,Clay County,"2,555","2,074","3,035",19.2,15.6,22.8,743,579,908,25.7,20,31.4,495,382,608,22.9,17.7,28.2,"34,831","31,868","37,793",,,,,,
1,29,AL,Cleburne County,"2,484","1,928","3,039",17,13.2,20.8,850,660,"1,040",25.3,19.7,31,586,455,717,23.9,18.6,29.3,"37,870","34,201","41,539",,,,,,
1,31,AL,Coffee County,"7,521","6,271","8,771",15.7,13.1,18.3,"2,836","2,328","3,345",24.6,20.2,29,"1,877","1,517","2,237",22.7,18.3,27,"43,296","40,007","46,585",,,,,,
1,33,AL,Colbert County,"8,648","7,040","10,256",16,13,19,"2,953","2,364","3,542",24.8,19.8,29.7,"2,007","1,600","2,414",22.9,18.2,27.5,"37,111","33,793","40,430",,,,,,
1,35,AL,Conecuh County,"3,529","2,792","4,266",27.5,21.8,33.3,"1,157",906,"1,408",39.2,30.7,47.7,776,598,954,36,27.7,44.2,"26,882","24,104","29,659",,,,,,
1,37,AL,Coosa County,"1,750","1,345","2,155",16.7,12.9,20.6,527,403,651,25.4,19.4,31.3,360,274,446,22.5,17.2,27.9,"34,795","31,742","37,848",,,,,,
1,39,AL,Covington County,"8,149","6,923","9,375",22.5,19.1,25.9,"2,645","2,162","3,128",32.2,26.3,38.1,"1,687","1,331","2,043",28.5,22.5,34.6,"32,179","29,256","35,102",,,,,,
1,41,AL,Crenshaw County,"2,801","2,194","3,407",20.6,16.1,25.1,955,744,"1,167",28.9,22.5,35.3,654,509,799,26.7,20.8,32.6,"31,849","28,710","34,989",,,,,,
1,43,AL,Cullman County,"15,578","13,652","17,505",19.3,16.9,21.7,"4,835","4,066","5,603",25.7,21.6,29.8,"3,149","2,595","3,703",23.2,19.1,27.3,"37,425","34,574","40,277",,,,,,
1,45,AL,Dale County,"7,506","5,925","9,087",16.2,12.8,19.6,"2,991","2,309","3,672",25.2,19.4,30.9,"1,910","1,464","2,356",23.2,17.8,28.7,"41,279","38,624","43,934",,,,,,
1,47,AL,Dallas County,"14,499","12,790","16,208",35,30.9,39.1,"5,912","5,245","6,578",52.7,46.8,58.6,"3,771","3,286","4,256",47.4,41.3,53.5,"27,088","24,893","29,283",,,,,,
1,49,AL,DeKalb County,"14,886","12,935","16,837",21.7,18.9,24.5,"5,619","4,792","6,447",32,27.3,36.8,"3,416","2,748","4,084",27.6,22.2,33,"33,919","30,827","37,010",,,,,,
1,51,AL,Elmore County,"10,373","8,605","12,142",14.2,11.8,16.6,"3,669","2,980","4,358",19.2,15.6,22.8,"2,299","1,792","2,806",16.6,13,20.3,"50,194","46,427","53,961",,,,,,
1,53,AL,Escambia County,"7,761","6,287","9,236",22,17.8,26.2,"2,541","2,015","3,066",29.9,23.7,36.1,"1,699","1,337","2,061",27.7,21.8,33.6,"31,443","29,030","33,857",,,,,,
1,55,AL,Etowah County,"17,467","14,778","20,157",17.2,14.5,19.8,"6,296","5,121","7,470",26.6,21.6,31.5,"4,134","3,291","4,977",24.1,19.2,29,"38,575","36,820","40,330",,,,,,
1,57,AL,Fayette County,"3,336","2,606","4,067",19.6,15.3,23.9,"1,023",790,"1,256",26.9,20.8,33,716,554,878,24.7,19.1,30.3,"34,262","31,373","37,150",,,,,,
1,59,AL,Franklin County,"6,699","5,501","7,897",21.8,17.9,25.7,"2,310","1,812","2,808",29.7,23.3,36.1,"1,563","1,222","1,904",29.5,23.1,35.9,"32,588","29,500","35,676",,,,,,
1,61,AL,Geneva County,"4,983","3,866","6,100",19.4,15.1,23.8,"1,672","1,287","2,058",30.1,23.1,37,"1,118",844,"1,392",27.8,21,34.6,"31,347","28,415","34,278",,,,,,
1,63,AL,Greene County,"2,477","1,870","3,084",28.4,21.4,35.3,884,677,"1,091",39.7,30.4,49,601,456,746,36.1,27.4,44.8,"26,131","23,390","28,872",,,,,,
1,65,AL,Hale County,"4,479","3,512","5,446",26.6,20.9,32.3,"1,568","1,234","1,902",35.4,27.9,42.9,"1,057",832,"1,282",31.5,24.8,38.2,"30,124","27,131","33,116",,,,,,
1,67,AL,Henry County,"3,076","2,375","3,776",18.7,14.4,22.9,"1,110",866,"1,354",28.9,22.5,35.3,758,588,928,26.4,20.5,32.3,"35,215","32,274","38,156",,,,,,
1,69,AL,Houston County,"17,485","15,673","19,298",17.7,15.9,19.5,"6,462","5,625","7,299",26.7,23.2,30.1,"4,198","3,584","4,812",24.2,20.6,27.7,"38,751","36,977","40,525",,,,,,
1,71,AL,Jackson County,"8,547","6,954","10,140",16.4,13.3,19.4,"2,841","2,264","3,419",24.3,19.3,29.2,"1,884","1,459","2,309",21.8,16.9,26.7,"35,015","32,316","37,714",,,,,,
1,73,AL,Jefferson County,"107,081","98,508","115,655",16.5,15.2,17.8,"35,746","31,807","39,685",22.9,20.4,25.4,"24,381","21,633","27,129",22.1,19.6,24.6,"43,312","41,778","44,845",,,,,,
1,75,AL,Lamar County,"2,551","1,963","3,139",18.2,14,22.4,780,599,962,25.8,19.8,31.8,527,402,652,24.1,18.4,29.8,"31,226","28,319","34,132",,,,,,
1,77,AL,Lauderdale County,"12,657","10,277","15,037",14.5,11.8,17.2,"4,061","3,188","4,935",21.8,17.1,26.5,"2,714","2,114","3,314",19.8,15.5,24.2,"39,096","36,649","41,543",,,,,,
1,79,AL,Lawrence County,"5,497","4,357","6,636",16.2,12.9,19.6,"1,778","1,400","2,156",22.9,18,27.8,"1,203",940,"1,466",21.1,16.5,25.7,"36,311","33,545","39,076",,,,,,
1,81,AL,Lee County,"27,316","24,571","30,060",20.7,18.6,22.8,"6,097","5,051","7,142",20.9,17.3,24.5,"3,950","3,174","4,726",18.8,15.1,22.5,"37,836","35,473","40,199",,,,,,
1,83,AL,Limestone County,"10,168","8,299","12,037",13.5,11,15.9,"3,543","2,846","4,239",19.1,15.4,22.9,"2,306","1,817","2,795",17.1,13.5,20.8,"46,610","43,948","49,272",,,,,,
1,85,AL,Lowndes County,"3,528","2,794","4,262",28.8,22.8,34.8,"1,239",972,"1,506",39.8,31.2,48.4,818,633,"1,003",36.1,27.9,44.2,"28,100","25,304","30,897",,,,,,
1,87,AL,Macon County,"7,494","6,188","8,799",38.6,31.8,45.3,"1,934","1,572","2,296",45.2,36.7,53.6,"1,352","1,109","1,595",43.2,35.4,50.9,"26,328","23,653","29,002",,,,,,
1,89,AL,Madison County,"32,925","28,508","37,341",10.3,8.9,11.7,"11,438","9,466","13,410",14.7,12.2,17.3,"7,392","6,048","8,736",13.1,10.7,15.4,"57,327","54,637","60,017",,,,,,
1,91,AL,Marengo County,"5,166","4,161","6,172",24.9,20.1,29.8,"1,717","1,356","2,078",32.3,25.5,39.1,"1,178",929,"1,427",30,23.7,36.4,"31,867","29,339","34,396",,,,,,
1,93,AL,Marion County,"5,980","4,742","7,218",21.2,16.8,25.6,"1,939","1,528","2,350",30.9,24.4,37.5,"1,304","1,023","1,585",28.9,22.6,35.1,"32,317","29,219","35,415",,,,,,
1,95,AL,Marshall County,"17,072","14,747","19,397",19.1,16.5,21.7,"6,210","5,125","7,295",26.2,21.6,30.8,"4,090","3,349","4,831",25.5,20.9,30.1,"37,506","34,845","40,167",,,,,,
1,97,AL,Mobile County,"75,425","68,682","82,168",18.7,17.1,20.4,"28,553","25,228","31,879",27.2,24,30.4,"18,906","16,480","21,332",25.2,22,28.4,"39,828","38,326","41,331",,,,,,
1,99,AL,Monroe County,"5,166","4,078","6,253",23.4,18.4,28.3,"1,875","1,485","2,265",33.2,26.3,40.1,"1,301","1,035","1,567",31,24.6,37.3,"30,920","28,560","33,280",,,,,,
1,101,AL,Montgomery County,"42,293","36,785","47,802",19.9,17.3,22.5,"16,024","13,429","18,618",29.1,24.4,33.8,"10,423","8,644","12,202",26.9,22.3,31.5,"41,084","38,881","43,287",,,,,,
1,103,AL,Morgan County,"18,397","15,986","20,807",15.9,13.8,18,"6,638","5,577","7,699",23.2,19.5,27,"4,300","3,569","5,031",20.9,17.3,24.4,"40,317","38,071","42,563",,,,,,
1,105,AL,Perry County,"3,026","2,226","3,826",31,22.8,39.2,"1,339","1,021","1,656",48.9,37.2,60.4,924,700,"1,148",46.9,35.6,58.3,"24,351","21,995","26,707",,,,,,
1,107,AL,Pickens County,"5,325","4,530","6,119",28,23.9,32.2,"1,516","1,218","1,814",34.1,27.4,40.8,"1,031",821,"1,241",31.1,24.8,37.4,"29,677","26,791","32,564",,,,,,
1,109,AL,Pike County,"8,015","6,992","9,038",27.6,24.1,31.1,"2,237","1,849","2,626",33.8,27.9,39.7,"1,396","1,100","1,692",30.2,23.8,36.6,"31,229","28,281","34,178",,,,,,
1,111,AL,Randolph County,"4,629","3,690","5,568",21.1,16.8,25.4,"1,460","1,140","1,781",28.6,22.3,34.9,971,747,"1,195",25.8,19.8,31.7,"33,869","30,497","37,241",,,,,,
1,113,AL,Russell County,"9,975","7,939","12,010",19.9,15.8,24,"3,879","2,995","4,763",31.4,24.2,38.5,"2,609","1,998","3,220",29.3,22.4,36.2,"33,537","30,666","36,409",,,,,,
1,115,AL,St. Clair County,"10,997","8,940","13,054",13.8,11.2,16.4,"3,650","2,934","4,365",19.3,15.5,23.1,"2,571","2,059","3,083",19.1,15.3,22.9,"45,601","42,029","49,174",,,,,,
1,117,AL,Shelby County,"13,085","10,648","15,521",6.9,5.6,8.2,"4,969","3,918","6,021",9.9,7.8,12,"3,288","2,609","3,967",9.2,7.3,11,"65,408","62,619","68,197",,,,,,
1,119,AL,Sumter County,"4,399","3,484","5,314",35.1,27.8,42.5,"1,269",985,"1,552",42.3,32.8,51.7,862,665,"1,059",38.7,29.9,47.6,"22,857","20,494","25,220",,,,,,
1,121,AL,Talladega County,"14,413","11,818","17,009",18.9,15.5,22.3,"4,831","3,855","5,807",26.5,21.1,31.8,"3,229","2,567","3,891",24.6,19.5,29.6,"37,260","34,191","40,328",,,,,,
1,123,AL,Tallapoosa County,"7,098","5,556","8,639",17.8,14,21.7,"2,523","1,983","3,062",28.1,22.1,34.1,"1,656","1,283","2,029",25.6,19.8,31.3,"35,702","32,538","38,867",,,,,,
1,125,AL,Tuscaloosa County,"34,591","31,264","37,918",19.9,17.9,21.8,"9,256","7,985","10,527",22.6,19.5,25.7,"6,325","5,356","7,294",21.7,18.4,25.1,"41,842","39,657","44,026",,,,,,
1,127,AL,Walker County,"10,828","9,029","12,628",16,13.3,18.7,"3,525","2,827","4,223",22.9,18.4,27.5,"2,407","1,901","2,913",21.7,17.1,26.3,"36,582","33,943","39,221",,,,,,
1,129,AL,Washington County,"3,271","2,583","3,960",19.3,15.2,23.3,"1,080",847,"1,313",26.5,20.8,32.3,752,592,912,24.4,19.2,29.6,"36,946","33,245","40,647",,,,,,
1,131,AL,Wilcox County,"4,226","3,231","5,220",34.6,26.4,42.7,"1,671","1,294","2,049",47.4,36.7,58.1,"1,126",861,"1,391",42.6,32.6,52.7,"22,611","21,214","24,009",,,,,,
1,133,AL,Winston County,"5,893","4,961","6,825",24.9,21,28.8,"1,910","1,587","2,232",36.4,30.2,42.5,"1,290","1,070","1,510",33.3,27.6,38.9,"31,062","27,953","34,171",,,,,,
2,0,AK,Alaska,"61,949","58,489","65,410",9.1,8.6,9.6,"22,221","20,228","24,213",12.3,11.2,13.4,"13,145","11,501","14,789",10.5,9.2,11.8,"66,712","65,176","68,247","8,017","6,908","9,125",15.1,13,17.2
2,13,AK,Aleutians East Borough,380,281,479,13.9,10.2,17.5,39,29,49,12,8.9,15,23,16,30,10,6.9,13,"50,444","45,462","55,426",,,,,,
2,16,AK,Aleutians West Census Area,419,319,519,9.1,6.9,11.3,58,42,75,7.8,5.7,10.1,34,23,45,6.3,4.3,8.3,"58,174","52,913","63,436",,,,,,
2,20,AK,Anchorage Borough,"21,109","18,333","23,886",7.6,6.6,8.5,"7,528","6,280","8,775",10.4,8.7,12.1,"4,255","3,388","5,122",8.5,6.8,10.2,"72,210","69,978","74,443",,,,,,
2,50,AK,Bethel Census Area,"3,523","2,713","4,332",20.7,15.9,25.4,"1,692","1,280","2,103",28,21.2,34.8,"1,042",749,"1,335",25.4,18.3,32.6,"41,810","37,940","45,681",,,,,,
2,60,AK,Bristol Bay Borough,69,51,88,7.8,5.8,10,21,15,27,12.2,8.7,15.7,13,9,17,9.8,6.8,12.8,"64,418","57,851","70,985",,,,,,
2,68,AK,Denali Borough,88,64,112,4.8,3.5,6.1,16,12,21,3.8,2.9,5,10,7,13,3.2,2.2,4.2,"62,615","56,024","69,206",,,,,,
2,70,AK,Dillingham Census Area,912,661,"1,162",18.5,13.4,23.6,379,276,483,25,18.2,31.8,240,167,313,21.5,15,28,"46,580","41,831","51,328",,,,,,
2,90,AK,Fairbanks North Star Borough,"7,420","5,902","8,937",7.9,6.3,9.5,"2,563","1,971","3,155",10.1,7.8,12.5,"1,506","1,105","1,907",8.9,6.5,11.2,"64,691","59,445","69,936",,,,,,
2,100,AK,Haines Borough,236,173,299,9.8,7.2,12.5,67,49,85,14.4,10.5,18.2,42,29,55,12.1,8.3,15.8,"48,644","43,697","53,591",,,,,,
2,105,AK,Hoonah-Angoon Census Area,364,267,461,17.2,12.6,21.7,116,84,147,28,20.2,35.4,73,51,95,23,16,29.9,"41,824","37,510","46,137",,,,,,
2,110,AK,Juneau Borough,"1,988","1,513","2,463",6.6,5,8.2,580,440,721,8.5,6.4,10.6,321,223,419,6.6,4.6,8.6,"73,044","67,809","78,278",,,,,,
2,122,AK,Kenai Peninsula Borough,"4,636","3,546","5,726",8.7,6.7,10.7,"1,493","1,094","1,891",11.6,8.5,14.7,932,658,"1,206",10,7.1,12.9,"57,171","52,634","61,708",,,,,,
2,130,AK,Ketchikan Gateway Borough,"1,057",785,"1,330",8.3,6.1,10.4,348,255,440,11.1,8.1,14,209,146,272,9.2,6.4,11.9,"58,492","52,519","64,464",,,,,,
2,150,AK,Kodiak Island Borough,913,687,"1,139",6.9,5.2,8.6,312,230,393,8.2,6.1,10.4,183,129,237,6.8,4.8,8.8,"62,574","56,501","68,647",,,,,,
2,164,AK,Lake and Peninsula Borough,238,182,294,16.1,12.3,19.9,87,66,109,21,15.9,26.3,53,38,68,17.6,12.6,22.6,"42,236","37,854","46,619",,,,,,
2,170,AK,Matanuska-Susitna Borough,"7,564","6,104","9,025",8.7,7,10.4,"2,686","2,063","3,309",11.3,8.6,13.9,"1,624","1,197","2,051",9.5,7,12,"70,442","65,318","75,566",,,,,,
2,180,AK,Nome Census Area,"1,956","1,563","2,350",21.3,17,25.6,844,666,"1,021",28,22.1,33.8,511,385,637,26,19.6,32.4,"48,174","43,763","52,585",,,,,,
2,185,AK,North Slope Borough,521,379,663,7.8,5.7,9.9,156,112,199,7,5,9,95,66,124,6.6,4.6,8.6,"75,057","67,521","82,593",,,,,,
2,188,AK,Northwest Arctic Borough,"1,106",843,"1,369",15,11.4,18.5,399,301,497,15.5,11.7,19.3,251,183,319,14.3,10.4,18.2,"52,272","47,020","57,523",,,,,,
2,195,AK,Petersburg Census Area,346,257,435,9.2,6.8,11.6,98,72,123,12,8.8,15.1,59,41,77,9.3,6.5,12.1,"51,374","45,984","56,765",,,,,,
2,198,AK,Prince of Wales-Hyder Census Area,854,628,"1,081",15.4,11.3,19.5,279,205,353,21.3,15.6,26.9,174,123,225,17.3,12.2,22.4,"43,210","39,770","46,649",,,,,,
2,220,AK,Sitka Borough,657,491,822,7.6,5.7,9.6,179,131,227,9.1,6.7,11.6,105,73,137,7.7,5.3,10,"59,536","53,636","65,436",,,,,,
2,230,AK,Skagway Municipality,37,27,47,4,2.9,5.1,8,6,11,4.7,3.6,6.5,5,3,7,4.2,2.5,5.8,"63,947","58,914","68,981",,,,,,
2,240,AK,Southeast Fairbanks Census Area,854,634,"1,073",12.5,9.3,15.7,361,264,459,18,13.1,22.9,223,156,290,15.8,11.1,20.6,"54,749","49,325","60,174",,,,,,
2,261,AK,Valdez-Cordova Census Area,726,533,920,7.9,5.8,10,201,146,256,9,6.5,11.4,125,87,163,7.5,5.2,9.7,"60,780","55,580","65,980",,,,,,
2,270,AK,Wade Hampton Census Area,"2,383","1,915","2,851",30.9,24.8,37,"1,209",936,"1,481",39.2,30.4,48.1,727,535,919,35.3,26,44.6,"30,238","27,383","33,093",,,,,,
2,275,AK,Wrangell City and Borough,223,163,283,10.5,7.7,13.3,70,51,89,15.2,11.1,19.3,43,30,56,12,8.4,15.6,"48,021","43,027","53,014",,,,,,
2,282,AK,Yakutat Borough,95,70,121,14.1,10.4,18,32,23,40,21.3,15.3,26.7,20,14,26,17.5,12.3,22.8,"52,102","46,922","57,283",,,,,,
2,290,AK,Yukon-Koyukuk Census Area,"1,274",985,"1,563",22.7,17.6,27.9,401,299,503,28.3,21.1,35.5,247,176,318,23.7,16.9,30.5,"32,125","28,937","35,314",,,,,,
4,0,AZ,Arizona,"1,065,728","1,045,152","1,086,305",16.5,16.1,16.8,"396,006","383,185","408,827",23.3,22.5,24,"254,203","243,872","264,534",21.4,20.6,22.3,"48,711","48,242","49,180","134,617","127,395","141,838",26.4,25,27.9
4,1,AZ,Apache County,"24,530","21,301","27,758",35.4,30.7,40,"9,570","8,087","11,053",42.6,36,49.2,"6,327","5,240","7,414",38.6,31.9,45.2,"28,956","26,295","31,616",,,,,,
4,3,AZ,Cochise County,"19,982","16,756","23,209",16.2,13.6,18.8,"7,240","5,797","8,684",23.6,18.9,28.3,"4,965","3,911","6,019",23.2,18.3,28.2,"43,786","40,680","46,892",,,,,,
4,5,AZ,Coconino County,"22,789","19,483","26,094",18,15.4,20.6,"7,598","6,072","9,123",22.8,18.2,27.3,"4,961","3,899","6,023",21.5,16.9,26,"49,777","47,569","51,985",,,,,,
4,7,AZ,Gila County,"10,555","8,452","12,659",20.7,16.6,24.8,"3,742","2,971","4,512",32.1,25.5,38.7,"2,534","1,995","3,073",30.5,24,37,"36,764","33,534","39,994",,,,,,
4,9,AZ,Graham County,"7,242","5,640","8,843",21.5,16.8,26.3,"2,534","2,000","3,068",25.4,20.1,30.8,"1,699","1,315","2,083",24.3,18.8,29.8,"40,609","36,603","44,615",,,,,,
4,11,AZ,Greenlee County,872,695,"1,049",10.9,8.7,13.1,305,237,373,12.4,9.7,15.2,198,152,244,10.9,8.3,13.4,"56,855","51,247","62,464",,,,,,
4,12,AZ,La Paz County,"5,003","3,983","6,023",25.4,20.2,30.6,"1,390","1,106","1,675",37.4,29.8,45.1,964,769,"1,159",37.5,29.9,45.1,"30,939","27,825","34,053",,,,,,
4,13,AZ,Maricopa County,"599,393","579,736","619,049",15.1,14.6,15.6,"232,493","221,634","243,351",21.6,20.5,22.6,"147,673","140,103","155,243",19.8,18.8,20.8,"53,284","52,419","54,150",,,,,,
4,15,AZ,Mohave County,"33,981","29,018","38,943",17.8,15.2,20.3,"12,492","10,100","14,883",30.3,24.5,36.1,"7,981","6,290","9,672",27.3,21.5,33.1,"39,863","37,621","42,105",,,,,,
4,17,AZ,Navajo County,"30,282","25,956","34,609",27.4,23.5,31.3,"12,390","10,480","14,301",36.9,31.2,42.6,"7,733","6,317","9,149",32.1,26.3,38,"34,855","32,157","37,553",,,,,,
4,19,AZ,Pima County,"189,172","177,065","201,279",18.9,17.7,20.1,"59,308","53,495","65,122",25.3,22.8,27.7,"37,674","33,387","41,961",22.8,20.2,25.4,"43,243","42,064","44,423",,,,,,
4,21,AZ,Pinal County,"44,379","38,598","50,161",13.7,12,15.5,"17,614","15,022","20,206",19.9,17,22.8,"12,130","10,320","13,940",19.8,16.8,22.8,"49,088","47,172","51,005",,,,,,
4,23,AZ,Santa Cruz County,"10,903","9,134","12,671",25,21,29.1,"4,820","3,929","5,710",35,28.5,41.4,"3,357","2,759","3,955",34.4,28.3,40.6,"35,545","32,413","38,677",,,,,,
4,25,AZ,Yavapai County,"29,979","25,783","34,176",14.2,12.2,16.1,"8,578","6,779","10,377",20.9,16.5,25.3,"5,718","4,464","6,972",19.5,15.2,23.7,"40,837","39,064","42,609",,,,,,
4,27,AZ,Yuma County,"36,667","30,719","42,616",19.2,16.1,22.3,"15,932","13,015","18,849",28,22.9,33.1,"10,289","8,169","12,409",25.9,20.5,31.2,"38,251","35,894","40,609",,,,,,
5,0,AR,Arkansas,"519,026","506,813","531,240",18.5,18.1,18.9,"185,268","178,772","191,764",26.6,25.6,27.5,"120,867","115,349","126,385",24.4,23.3,25.6,"37,888","37,289","38,487","61,707","58,339","65,076",30.8,29.1,32.5
5,1,AR,Arkansas County,"3,196","2,415","3,978",17.2,13,21.4,"1,171",889,"1,454",25.8,19.6,32,774,580,968,23,17.2,28.8,"37,693","34,319","41,067",,,,,,
5,3,AR,Ashley County,"4,703","3,761","5,645",21.7,17.4,26.1,"1,688","1,321","2,054",31.4,24.6,38.2,"1,107",843,"1,371",28,21.3,34.7,"35,773","32,197","39,350",,,,,,
5,5,AR,Baxter County,"6,854","5,703","8,006",16.5,13.8,19.3,"2,090","1,640","2,539",27.4,21.5,33.3,"1,342","1,027","1,657",24.2,18.5,29.9,"33,878","31,259","36,497",,,,,,
5,7,AR,Benton County,"29,049","25,391","32,708",13.1,11.4,14.7,"10,983","9,268","12,699",18.1,15.3,20.9,"7,032","5,814","8,250",16.3,13.5,19.2,"49,226","47,373","51,079",,,,,,
5,9,AR,Boone County,"5,892","4,705","7,079",16.3,13,19.5,"2,125","1,640","2,611",25.3,19.5,31,"1,396","1,053","1,739",22.6,17.1,28.2,"37,007","33,895","40,119",,,,,,
5,11,AR,Bradley County,"3,145","2,436","3,854",27.6,21.4,33.8,980,751,"1,208",36.2,27.7,44.6,648,490,806,34.8,26.3,43.3,"29,221","26,244","32,198",,,,,,
5,13,AR,Calhoun County,860,653,"1,068",17,12.9,21.1,260,198,321,23.4,17.8,28.9,177,133,221,21.2,15.9,26.5,"34,453","31,053","37,853",,,,,,
5,15,AR,Carroll County,"4,779","3,684","5,874",17.3,13.3,21.3,"1,716","1,325","2,108",28,21.6,34.4,"1,144",874,"1,414",26.1,20,32.3,"35,006","32,361","37,651",,,,,,
5,17,AR,Chicot County,"3,616","2,849","4,382",32.8,25.8,39.8,"1,237",960,"1,513",44.3,34.4,54.2,820,625,"1,015",41.3,31.5,51.2,"25,186","22,655","27,716",,,,,,
5,19,AR,Clark County,"4,705","3,597","5,813",22.1,16.9,27.3,"1,321","1,011","1,632",27.3,20.9,33.8,865,650,"1,080",25.4,19.1,31.7,"33,857","30,437","37,277",,,,,,
5,21,AR,Clay County,"3,123","2,468","3,778",20.3,16.1,24.6,957,744,"1,170",28.9,22.5,35.3,591,441,741,24.1,17.9,30.2,"30,568","28,120","33,017",,,,,,
5,23,AR,Cleburne County,"4,430","3,623","5,236",17.5,14.3,20.7,"1,347","1,061","1,633",26.7,21,32.3,931,739,"1,123",25.2,20,30.4,"37,583","34,055","41,111",,,,,,
5,25,AR,Cleveland County,"1,346","1,037","1,654",16,12.3,19.7,471,360,582,23.6,18,29.1,312,236,388,21.4,16.2,26.6,"38,476","34,695","42,258",,,,,,
5,27,AR,Columbia County,"5,793","4,826","6,760",25.7,21.4,30,"1,852","1,486","2,219",34.2,27.5,41,"1,200",940,"1,460",31,24.3,37.7,"32,620","29,507","35,733",,,,,,
