State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
31,39,NE,Cuming County,864,681,"1,047",9.8,7.7,11.9,285,222,348,13.1,10.2,16,196,148,244,11.7,8.8,14.6,50252.00,"45,731","54,773",.,.,.,.,.,.
31,41,NE,Custer County,"1,390","1,101","1,679",13.1,10.4,15.8,474,363,585,19.7,15.1,24.3,324,236,412,18.3,13.4,23.2,44608.00,"40,525","48,691",.,.,.,.,.,.
31,43,NE,Dakota County,"2,961","2,368","3,554",14.4,11.5,17.3,"1,327","1,041","1,613",22.3,17.5,27.1,878,662,"1,094",20.5,15.5,25.5,45631.00,"41,353","49,909",.,.,.,.,.,.
31,45,NE,Dawes County,"1,443","1,112","1,774",17.5,13.5,21.5,372,284,460,22.3,17,27.6,222,161,283,19.2,13.9,24.5,39507.00,"35,595","43,419",.,.,.,.,.,.
31,47,NE,Dawson County,"3,521","2,897","4,145",14.8,12.2,17.4,"1,356","1,071","1,641",20.2,15.9,24.5,886,665,"1,107",18.1,13.6,22.6,44976.00,"41,307","48,645",.,.,.,.,.,.
31,49,NE,Deuel County,245,190,300,12.8,9.9,15.7,97,74,120,23,17.6,28.4,66,48,84,20.1,14.6,25.6,48523.00,"45,591","51,455",.,.,.,.,.,.
31,51,NE,Dixon County,584,455,713,10.2,8,12.4,220,169,271,15.3,11.8,18.8,149,110,188,13.7,10.1,17.3,47637.00,"43,566","51,708",.,.,.,.,.,.
31,53,NE,Dodge County,"3,982","3,165","4,799",11.3,9,13.6,"1,259",956,"1,562",15.1,11.5,18.7,844,610,"1,078",14,10.1,17.9,48671.00,"46,596","50,746",.,.,.,.,.,.
31,55,NE,Douglas County,"80,032","75,125","84,939",15.2,14.3,16.1,"27,180","24,503","29,857",20,18,22,"15,975","13,930","18,020",16.7,14.6,18.8,51959.00,"50,448","53,470",.,.,.,.,.,.
31,57,NE,Dundy County,266,205,327,13.6,10.5,16.7,92,71,113,20.6,15.8,25.4,63,46,80,17.5,12.8,22.2,47098.00,"43,173","51,023",.,.,.,.,.,.
31,59,NE,Fillmore County,491,383,599,9,7,11,140,107,173,12.9,9.9,15.9,95,70,120,11.8,8.6,15,52606.00,"48,511","56,701",.,.,.,.,.,.
31,61,NE,Franklin County,396,307,485,13,10.1,15.9,108,83,133,18,13.8,22.2,74,54,94,16.4,11.9,20.9,44871.00,"40,688","49,054",.,.,.,.,.,.
31,63,NE,Frontier County,345,275,415,13.4,10.7,16.1,80,62,98,14.6,11.3,17.9,53,39,67,12.2,8.9,15.5,48258.00,"43,513","53,003",.,.,.,.,.,.
31,65,NE,Furnas County,674,536,812,14.2,11.3,17.1,231,183,279,21.8,17.3,26.3,164,127,201,20.2,15.6,24.8,41446.00,"38,217","44,675",.,.,.,.,.,.
31,67,NE,Gage County,"2,427","1,912","2,942",11.3,8.9,13.7,773,592,954,16,12.2,19.8,514,376,652,14.4,10.5,18.3,45212.00,"41,242","49,182",.,.,.,.,.,.
31,69,NE,Garden County,297,234,360,15.9,12.5,19.3,87,67,107,27.1,20.7,33.5,60,44,76,24.2,17.5,30.9,38837.00,"35,045","42,629",.,.,.,.,.,.
31,71,NE,Garfield County,255,195,315,12.9,9.9,15.9,73,56,90,19,14.5,23.5,51,37,65,16.2,11.7,20.7,40758.00,"37,264","44,252",.,.,.,.,.,.
31,73,NE,Gosper County,190,147,233,9.9,7.7,12.1,70,54,86,15.1,11.6,18.6,50,37,63,14.9,11,18.8,58357.00,"54,789","61,925",.,.,.,.,.,.
31,75,NE,Grant County,70,54,86,11.1,8.6,13.6,23,18,28,16.3,12.5,20.1,16,12,20,18.2,13.3,23.1,44778.00,"40,263","49,293",.,.,.,.,.,.
31,77,NE,Greeley County,330,259,401,13.6,10.7,16.5,115,88,142,19.5,15,24,77,56,98,17.3,12.5,22.1,42743.00,"38,976","46,510",.,.,.,.,.,.
31,79,NE,Hall County,"8,887","7,468","10,306",14.9,12.5,17.3,"3,550","2,927","4,173",22.2,18.3,26.1,"2,226","1,746","2,706",19.6,15.4,23.8,49750.00,"47,513","51,987",.,.,.,.,.,.
31,81,NE,Hamilton County,783,622,944,8.8,7,10.6,260,203,317,11.7,9.1,14.3,182,137,227,10.8,8.2,13.4,54663.00,"50,988","58,338",.,.,.,.,.,.
31,83,NE,Harlan County,417,324,510,12.1,9.4,14.8,136,104,168,18.3,14.1,22.5,92,68,116,17.8,13.1,22.5,45806.00,"41,417","50,195",.,.,.,.,.,.
31,85,NE,Hayes County,142,109,175,14.6,11.2,18,51,39,63,25.1,19.1,31.1,36,26,46,23.7,17.1,30.3,51101.00,"47,081","55,121",.,.,.,.,.,.
31,87,NE,Hitchcock County,427,335,519,15,11.8,18.2,138,107,169,23.2,18,28.4,96,71,121,21.9,16.2,27.6,40217.00,"36,235","44,199",.,.,.,.,.,.
31,89,NE,Holt County,"1,330","1,048","1,612",13,10.3,15.7,407,314,500,16.7,12.9,20.5,287,213,361,16.8,12.4,21.2,44518.00,"40,786","48,250",.,.,.,.,.,.
31,91,NE,Hooker County,70,54,86,9.9,7.7,12.1,19,14,24,12.6,9.6,15.6,14,10,18,12.8,9.4,16.2,39377.00,"36,387","42,367",.,.,.,.,.,.
31,93,NE,Howard County,684,533,835,10.9,8.5,13.3,218,168,268,14.8,11.4,18.2,151,111,191,13.8,10.1,17.5,49496.00,"44,953","54,039",.,.,.,.,.,.
31,95,NE,Jefferson County,946,739,"1,153",12.7,9.9,15.5,325,251,399,19.8,15.3,24.3,217,160,274,17.4,12.8,22,46252.00,"42,563","49,941",.,.,.,.,.,.
31,97,NE,Johnson County,616,482,750,14.8,11.6,18,177,136,218,17.5,13.4,21.6,122,89,155,16.2,11.9,20.5,46456.00,"43,169","49,743",.,.,.,.,.,.
31,99,NE,Kearney County,593,462,724,9.2,7.2,11.2,206,158,254,13.4,10.3,16.5,142,104,180,12.4,9.1,15.7,57823.00,"52,795","62,851",.,.,.,.,.,.
31,101,NE,Keith County,"1,121",896,"1,346",13.9,11.1,16.7,376,293,459,22.4,17.5,27.3,241,178,304,18.4,13.6,23.2,42851.00,"38,654","47,048",.,.,.,.,.,.
31,103,NE,Keya Paha County,153,117,189,19.4,14.8,24,50,38,62,33.3,25.4,41.2,34,25,43,30.6,22,39.2,41491.00,"37,726","45,256",.,.,.,.,.,.
31,105,NE,Kimball County,495,389,601,13.6,10.7,16.5,156,120,192,19.6,15,24.2,100,72,128,17.8,12.9,22.7,45023.00,"40,793","49,253",.,.,.,.,.,.
31,107,NE,Knox County,"1,257","1,025","1,489",15.1,12.3,17.9,430,337,523,21,16.5,25.5,292,220,364,19.1,14.4,23.8,41066.00,"37,365","44,767",.,.,.,.,.,.
31,109,NE,Lancaster County,"41,799","38,046","45,552",14.8,13.5,16.1,"11,253","9,505","13,001",16.7,14.1,19.3,"6,967","5,654","8,280",14.7,11.9,17.5,52275.00,"50,413","54,137",.,.,.,.,.,.
31,111,NE,Lincoln County,"4,441","3,563","5,319",12.6,10.1,15.1,"1,558","1,221","1,895",17.9,14,21.8,"1,037",789,"1,285",16.3,12.4,20.2,52395.00,"49,132","55,658",.,.,.,.,.,.
31,113,NE,Logan County,80,62,98,10.6,8.2,13,26,20,32,14.9,11.3,18.5,18,13,23,13.8,10,17.6,48688.00,"43,878","53,498",.,.,.,.,.,.
31,115,NE,Loup County,96,75,117,16.7,13,20.4,32,25,39,29.4,22.6,36.2,22,16,28,25.3,18.5,32.1,41192.00,"37,109","45,275",.,.,.,.,.,.
31,117,NE,McPherson County,78,60,96,14.9,11.4,18.4,41,31,51,29.3,22.3,36.3,28,20,36,26.2,18.9,33.5,40834.00,"36,803","44,865",.,.,.,.,.,.
31,119,NE,Madison County,"4,278","3,425","5,131",12.5,10,15,"1,496","1,154","1,838",17.4,13.4,21.4,984,724,"1,244",16.4,12.1,20.7,45738.00,"42,353","49,123",.,.,.,.,.,.
31,121,NE,Merrick County,847,659,"1,035",11.1,8.6,13.6,292,224,360,16.3,12.5,20.1,198,145,251,14.9,10.9,18.9,50317.00,"47,655","52,979",.,.,.,.,.,.
31,123,NE,Morrill County,645,495,795,13.4,10.3,16.5,230,176,284,19.2,14.7,23.7,155,114,196,17,12.5,21.5,47296.00,"44,052","50,540",.,.,.,.,.,.
31,125,NE,Nance County,441,343,539,12.6,9.8,15.4,145,111,179,18,13.8,22.2,97,71,123,16.9,12.3,21.5,45091.00,"40,815","49,367",.,.,.,.,.,.
31,127,NE,Nemaha County,874,675,"1,073",13.2,10.2,16.2,255,196,314,17.1,13.1,21.1,171,125,217,16.2,11.8,20.6,48892.00,"44,283","53,501",.,.,.,.,.,.
31,129,NE,Nuckolls County,505,380,630,11.6,8.7,14.5,169,128,210,18.8,14.2,23.4,116,83,149,16.6,11.9,21.3,44139.00,"40,532","47,746",.,.,.,.,.,.
31,131,NE,Otoe County,"1,506","1,175","1,837",9.8,7.6,12,501,383,619,13.7,10.5,16.9,315,224,406,12,8.6,15.4,52565.00,"49,102","56,028",.,.,.,.,.,.
31,133,NE,Pawnee County,404,323,485,15.2,12.2,18.2,134,105,163,23.7,18.6,28.8,95,72,118,22.2,16.8,27.6,38735.00,"35,409","42,061",.,.,.,.,.,.
31,135,NE,Perkins County,287,221,353,10,7.7,12.3,92,70,114,13.4,10.2,16.6,62,45,79,12.6,9.1,16.1,53893.00,"48,728","59,058",.,.,.,.,.,.
31,137,NE,Phelps County,784,593,975,8.7,6.6,10.8,291,221,361,12.9,9.8,16,204,149,259,12.8,9.3,16.3,53607.00,"48,895","58,319",.,.,.,.,.,.
31,139,NE,Pierce County,673,518,828,9.6,7.4,11.8,211,161,261,12.1,9.2,15,143,104,182,10.8,7.8,13.8,50807.00,"45,961","55,653",.,.,.,.,.,.
31,141,NE,Platte County,"3,262","2,763","3,761",10.2,8.6,11.8,"1,185",993,"1,377",14.2,11.9,16.5,838,692,984,14.1,11.6,16.6,52368.00,"48,307","56,429",.,.,.,.,.,.
31,143,NE,Polk County,458,363,553,8.9,7.1,10.7,150,116,184,12.1,9.4,14.8,100,74,126,10.7,7.9,13.5,56618.00,"51,545","61,691",.,.,.,.,.,.
31,145,NE,Red Willow County,"1,302","1,039","1,565",12.2,9.7,14.7,415,318,512,16.7,12.8,20.6,280,203,357,15.4,11.2,19.6,44826.00,"40,733","48,919",.,.,.,.,.,.
31,147,NE,Richardson County,"1,145",905,"1,385",14.4,11.4,17.4,349,273,425,21.8,17,26.6,233,174,292,19.2,14.3,24.1,41679.00,"37,828","45,530",.,.,.,.,.,.
31,149,NE,Rock County,209,162,256,15.2,11.8,18.6,72,55,89,25.6,19.4,31.8,49,36,62,22.6,16.4,28.8,40870.00,"37,341","44,399",.,.,.,.,.,.
31,151,NE,Saline County,"1,594","1,273","1,915",12,9.6,14.4,509,398,620,14.9,11.6,18.2,358,270,446,14.9,11.2,18.6,49047.00,"44,490","53,604",.,.,.,.,.,.
31,153,NE,Sarpy County,"10,560","8,691","12,429",6.3,5.2,7.4,"4,027","3,167","4,887",8.5,6.7,10.3,"2,620","1,952","3,288",7.7,5.7,9.7,67740.00,"63,847","71,633",.,.,.,.,.,.
31,155,NE,Saunders County,"1,778","1,427","2,129",8.7,7,10.4,564,437,691,10.9,8.4,13.4,367,269,465,9.6,7,12.2,61174.00,"57,744","64,604",.,.,.,.,.,.
31,157,NE,Scotts Bluff County,"5,490","4,362","6,618",15.2,12.1,18.3,"2,152","1,687","2,617",24.3,19.1,29.5,"1,426","1,073","1,779",22.5,16.9,28.1,43406.00,"40,313","46,499",.,.,.,.,.,.
31,159,NE,Seward County,"1,606","1,367","1,845",10.2,8.7,11.7,385,310,460,9.8,7.9,11.7,253,196,310,8.6,6.7,10.5,59053.00,"55,904","62,202",.,.,.,.,.,.
31,161,NE,Sheridan County,823,646,"1,000",16,12.6,19.4,314,243,385,26.9,20.8,33,212,158,266,23.9,17.8,30,38411.00,"35,490","41,332",.,.,.,.,.,.
31,163,NE,Sherman County,420,332,508,13.8,10.9,16.7,136,106,166,20.9,16.4,25.4,93,71,115,19,14.4,23.6,41224.00,"37,246","45,202",.,.,.,.,.,.
31,165,NE,Sioux County,217,169,265,16.5,12.8,20.2,77,59,95,26.6,20.4,32.8,54,40,68,24.5,18,31,48313.00,"43,392","53,234",.,.,.,.,.,.
31,167,NE,Stanton County,505,394,616,8.3,6.5,10.1,193,147,239,12.1,9.2,15,133,97,169,11.1,8.1,14.1,54263.00,"49,272","59,254",.,.,.,.,.,.
31,169,NE,Thayer County,658,543,773,13.1,10.8,15.4,188,149,227,17.6,13.9,21.3,127,96,158,15.5,11.7,19.3,43938.00,"40,272","47,604",.,.,.,.,.,.
31,171,NE,Thomas County,108,84,132,15.5,12,19,34,26,42,21.8,16.6,27,24,18,30,24.2,17.7,30.7,43247.00,"39,877","46,617",.,.,.,.,.,.
31,173,NE,Thurston County,"2,073","1,805","2,341",30.5,26.6,34.4,982,830,"1,134",40.7,34.4,47,672,557,787,39.4,32.7,46.1,38558.00,"35,164","41,952",.,.,.,.,.,.
31,175,NE,Valley County,510,399,621,12.3,9.6,15,172,132,212,18.2,14,22.4,118,87,149,16.7,12.3,21.1,44105.00,"39,736","48,474",.,.,.,.,.,.
31,177,NE,Washington County,"1,512","1,200","1,824",7.7,6.1,9.3,467,367,567,9.7,7.6,11.8,305,228,382,8.3,6.2,10.4,66160.00,"60,935","71,385",.,.,.,.,.,.
31,179,NE,Wayne County,"1,092",856,"1,328",13.2,10.4,16,237,181,293,13.1,10,16.2,158,115,201,12.4,9.1,15.7,49981.00,"45,310","54,652",.,.,.,.,.,.
31,181,NE,Webster County,441,351,531,12.4,9.9,14.9,121,93,149,15.1,11.6,18.6,82,60,104,14.4,10.5,18.3,42305.00,"38,301","46,309",.,.,.,.,.,.
31,183,NE,Wheeler County,121,93,149,16,12.3,19.7,38,29,47,25.5,19.4,31.6,27,20,34,26.5,19.4,33.6,37495.00,"34,667","40,323",.,.,.,.,.,.
31,185,NE,York County,"1,283",994,"1,572",9.8,7.6,12,410,311,509,13.7,10.4,17,273,198,348,13.2,9.5,16.9,56687.00,"52,741","60,633",.,.,.,.,.,.
32,0,NV,Nevada,"433,267","421,242","445,292",15.8,15.4,16.2,"147,638","140,726","154,550",22.7,21.6,23.8,"99,599","93,685","105,513",21.1,19.9,22.3,51250.00,"50,676","51,824","44,460","40,950","47,970",25.5,23.5,27.5
32,1,NV,Churchill County,"3,288","2,631","3,945",13.9,11.1,16.7,"1,176",920,"1,432",21,16.4,25.6,806,611,"1,001",19.9,15.1,24.7,50158.00,"45,415","54,901",.,.,.,.,.,.
32,3,NV,Clark County,"325,684","313,236","338,132",16.3,15.7,16.9,"114,357","107,569","121,145",23.7,22.3,25.1,"77,378","72,386","82,370",22.1,20.7,23.5,51071.00,"50,321","51,821",.,.,.,.,.,.
32,5,NV,Douglas County,"4,792","3,942","5,642",10.2,8.4,12,"1,354","1,057","1,651",15.8,12.3,19.3,948,711,"1,185",14.4,10.8,18,56613.00,"52,968","60,258",.,.,.,.,.,.
32,7,NV,Elko County,"4,671","3,761","5,581",9.1,7.3,10.9,"1,759","1,375","2,143",12.1,9.5,14.7,"1,172",888,"1,456",11,8.3,13.7,71354.00,"67,364","75,344",.,.,.,.,.,.
32,9,NV,Esmeralda County,115,88,142,13.8,10.6,17,28,22,34,21.1,16.3,25.9,21,16,26,20,14.9,25.1,41075.00,"36,970","45,180",.,.,.,.,.,.
32,11,NV,Eureka County,167,129,205,8.1,6.2,10,45,34,56,9.8,7.5,12.1,31,23,39,9.6,7.1,12.1,66592.00,"59,841","73,343",.,.,.,.,.,.
32,13,NV,Humboldt County,"1,722","1,351","2,093",10.1,7.9,12.3,681,526,836,14.4,11.1,17.7,453,334,572,13.4,9.9,16.9,66290.00,"60,060","72,520",.,.,.,.,.,.
32,15,NV,Lander County,591,457,725,9.8,7.6,12,210,162,258,13.2,10.2,16.2,148,110,186,12.9,9.6,16.2,69658.00,"62,626","76,690",.,.,.,.,.,.
32,17,NV,Lincoln County,706,554,858,14.1,11,17.2,238,186,290,20.7,16.2,25.2,166,127,205,18.6,14.2,23,44366.00,"39,914","48,818",.,.,.,.,.,.
32,19,NV,Lyon County,"8,037","6,888","9,186",15.7,13.5,17.9,"2,778","2,301","3,255",24.1,20,28.2,"1,944","1,563","2,325",22.5,18.1,26.9,46526.00,"43,605","49,447",.,.,.,.,.,.
32,21,NV,Mineral County,836,660,"1,012",18.3,14.4,22.2,257,200,314,30.2,23.5,36.9,172,130,214,30.7,23.2,38.2,40496.00,"36,446","44,546",.,.,.,.,.,.
32,23,NV,Nye County,"7,751","6,414","9,088",18.5,15.3,21.7,"2,446","1,984","2,908",31.6,25.6,37.6,"1,750","1,399","2,101",30.1,24.1,36.1,42998.00,"39,424","46,572",.,.,.,.,.,.
32,27,NV,Pershing County,"1,097",899,"1,295",21.2,17.4,25,318,254,382,24.6,19.7,29.5,226,176,276,23,17.9,28.1,51548.00,"46,492","56,604",.,.,.,.,.,.
32,29,NV,Storey County,322,250,394,8.2,6.4,10,72,55,89,12.6,9.7,15.5,51,38,64,11.2,8.3,14.1,59785.00,"55,255","64,315",.,.,.,.,.,.
32,31,NV,Washoe County,"64,443","59,196","69,690",15.1,13.9,16.3,"19,016","16,382","21,650",19.6,16.9,22.3,"12,408","10,405","14,411",17.6,14.8,20.4,53565.00,"50,928","56,202",.,.,.,.,.,.
32,33,NV,White Pine County,"1,185",922,"1,448",13.5,10.5,16.5,369,287,451,17.6,13.7,21.5,241,179,303,16.6,12.3,20.9,52588.00,"47,610","57,566",.,.,.,.,.,.
32,510,NV,Carson City,"7,860","6,448","9,272",15.4,12.6,18.2,"2,536","1,996","3,076",22.9,18,27.8,"1,684","1,274","2,094",20.4,15.4,25.4,47476.00,"44,214","50,738",.,.,.,.,.,.
33,0,NH,New Hampshire,"115,146","108,939","121,353",9,8.5,9.5,"29,059","26,173","31,945",10.9,9.8,12,"19,714","17,275","22,153",9.9,8.7,11.1,64064.00,"62,869","65,259","7,871","6,500","9,242",12.3,10.2,14.4
33,1,NH,Belknap County,"5,510","4,293","6,727",9.3,7.2,11.4,"1,564","1,143","1,985",13.6,10,17.2,998,683,"1,313",11.6,7.9,15.3,57568.00,"54,205","60,931",.,.,.,.,.,.
33,3,NH,Carroll County,"4,872","3,732","6,012",10.4,8,12.8,"1,313",957,"1,669",16.5,12,21,931,652,"1,210",15.2,10.7,19.7,50598.00,"46,893","54,303",.,.,.,.,.,.
33,5,NH,Cheshire County,"8,214","6,663","9,765",11.4,9.2,13.6,"1,931","1,443","2,419",13.7,10.2,17.2,"1,286",916,"1,656",12.3,8.8,15.8,52246.00,"49,398","55,094",.,.,.,.,.,.
33,7,NH,Coos County,"4,530","3,681","5,379",14.8,12,17.6,"1,213",931,"1,495",22.4,17.2,27.6,834,624,"1,044",20.5,15.3,25.7,40917.00,"38,165","43,669",.,.,.,.,.,.
33,9,NH,Grafton County,"9,184","7,596","10,772",11.1,9.2,13,"2,029","1,521","2,537",13.4,10.1,16.7,"1,362",986,"1,738",12.1,8.7,15.5,55131.00,"51,327","58,935",.,.,.,.,.,.
33,11,NH,Hillsborough County,"36,867","32,628","41,106",9.3,8.2,10.4,"9,669","7,965","11,373",11,9.1,12.9,"6,412","5,128","7,696",9.8,7.8,11.8,67162.00,"64,221","70,103",.,.,.,.,.,.
33,13,NH,Merrimack County,"12,755","10,465","15,045",9.1,7.5,10.7,"3,155","2,391","3,919",10.8,8.2,13.4,"2,234","1,662","2,806",10.2,7.6,12.8,64068.00,"60,682","67,454",.,.,.,.,.,.
33,15,NH,Rockingham County,"17,506","14,496","20,516",5.9,4.9,6.9,"4,191","3,228","5,154",6.7,5.2,8.2,"2,919","2,171","3,667",6,4.5,7.5,74785.00,"71,147","78,423",.,.,.,.,.,.
33,17,NH,Strafford County,"11,318","8,970","13,666",9.8,7.8,11.8,"2,752","2,008","3,496",11.5,8.4,14.6,"1,906","1,347","2,465",10.9,7.7,14.1,59290.00,"56,108","62,472",.,.,.,.,.,.
33,19,NH,Sullivan County,"4,390","3,402","5,378",10.4,8.1,12.7,"1,241",901,"1,581",15,10.9,19.1,832,578,"1,086",13.5,9.4,17.6,52114.00,"47,617","56,611",.,.,.,.,.,.
34,0,NJ,New Jersey,"995,390","975,579","1,015,201",11.4,11.2,11.6,"329,140","317,565","340,715",16.5,15.9,17.1,"222,992","213,360","232,624",15.2,14.5,15.9,70224.00,"69,689","70,759","99,706","93,351","106,061",19,17.8,20.2
34,1,NJ,Atlantic County,"46,281","42,328","50,234",17.1,15.6,18.6,"15,412","13,746","17,078",25.3,22.6,28,"9,842","8,459","11,225",22.3,19.2,25.4,51668.00,"49,719","53,617",.,.,.,.,.,.
34,3,NJ,Bergen County,"73,719","66,607","80,831",8.1,7.3,8.9,"21,287","18,705","23,869",10.6,9.3,11.9,"15,454","13,504","17,404",10.1,8.8,11.4,81615.00,"80,374","82,856",.,.,.,.,.,.
34,5,NJ,Burlington County,"27,192","22,923","31,461",6.2,5.2,7.2,"8,843","7,350","10,336",9,7.5,10.5,"6,055","4,848","7,262",8.2,6.6,9.8,76868.00,"74,640","79,096",.,.,.,.,.,.
34,7,NJ,Camden County,"74,058","68,167","79,949",14.7,13.5,15.9,"26,516","23,727","29,305",22.3,20,24.6,"17,550","15,445","19,655",20.3,17.9,22.7,57641.00,"54,815","60,467",.,.,.,.,.,.
34,9,NJ,Cape May County,"10,159","8,243","12,075",10.8,8.8,12.8,"3,049","2,374","3,724",17.9,13.9,21.9,"2,198","1,650","2,746",17.8,13.4,22.2,56520.00,"53,335","59,705",.,.,.,.,.,.
34,11,NJ,Cumberland County,"29,231","25,522","32,940",20.1,17.5,22.7,"10,384","8,717","12,051",28.4,23.8,33,"6,841","5,440","8,242",26.5,21.1,31.9,45850.00,"43,429","48,271",.,.,.,.,.,.
34,13,NJ,Essex County,"136,161","126,952","145,370",17.7,16.5,18.9,"47,182","42,973","51,391",24.9,22.7,27.1,"30,772","27,392","34,152",22.5,20,25,53358.00,"51,134","55,582",.,.,.,.,.,.
34,15,NJ,Gloucester County,"26,775","23,194","30,356",9.4,8.1,10.7,"7,584","6,271","8,897",11.4,9.4,13.4,"5,328","4,312","6,344",10.6,8.6,12.6,71137.00,"68,505","73,769",.,.,.,.,.,.
34,17,NJ,Hudson County,"126,653","117,042","136,264",19.4,17.9,20.9,"41,705","37,394","46,016",31.5,28.2,34.8,"27,214","23,879","30,549",31.2,27.4,35,55699.00,"54,047","57,351",.,.,.,.,.,.
34,19,NJ,Hunterdon County,"5,068","3,977","6,159",4.1,3.2,5,"1,144",889,"1,399",4.2,3.3,5.1,796,590,"1,002",3.6,2.7,4.5,107203.00,"100,886","113,520",.,.,.,.,.,.
34,21,NJ,Mercer County,"41,296","36,007","46,585",11.8,10.3,13.3,"12,359","10,407","14,311",15.4,13,17.8,"8,779","7,371","10,187",14.9,12.5,17.3,70575.00,"68,691","72,459",.,.,.,.,.,.
34,23,NJ,Middlesex County,"75,437","68,248","82,626",9.4,8.5,10.3,"23,000","20,136","25,864",12.6,11,14.2,"15,813","13,591","18,035",12,10.3,13.7,76515.00,"74,440","78,590",.,.,.,.,.,.
34,25,NJ,Monmouth County,"48,548","43,042","54,054",7.8,6.9,8.7,"14,548","12,351","16,745",10.3,8.7,11.9,"10,492","8,805","12,179",9.7,8.1,11.3,83424.00,"81,086","85,762",.,.,.,.,.,.
34,27,NJ,Morris County,"23,871","19,658","28,084",4.9,4,5.8,"6,293","5,011","7,575",5.6,4.5,6.7,"4,349","3,340","5,358",5,3.8,6.2,99950.00,"97,710","102,190",.,.,.,.,.,.
34,29,NJ,Ocean County,"60,439","52,684","68,194",10.5,9.2,11.8,"26,151","22,456","29,846",19.4,16.7,22.1,"16,811","13,981","19,641",17.5,14.5,20.5,59888.00,"57,804","61,972",.,.,.,.,.,.
34,31,NJ,Passaic County,"82,368","75,027","89,709",16.6,15.1,18.1,"30,750","27,655","33,845",25.2,22.7,27.7,"21,509","19,092","23,926",24.6,21.8,27.4,57426.00,"54,821","60,031",.,.,.,.,.,.
34,33,NJ,Salem County,"9,591","8,300","10,882",15,13,17,"3,383","2,909","3,857",23.5,20.2,26.8,"2,317","1,944","2,690",21.9,18.4,25.4,58483.00,"54,397","62,569",.,.,.,.,.,.
34,35,NJ,Somerset County,"18,582","15,235","21,929",5.7,4.7,6.7,"5,120","4,054","6,186",6.6,5.2,8,"3,697","2,876","4,518",6.3,4.9,7.7,96947.00,"92,989","100,905",.,.,.,.,.,.
34,37,NJ,Sussex County,"8,779","7,253","10,305",6.1,5,7.2,"2,295","1,837","2,753",7.2,5.8,8.6,"1,586","1,229","1,943",6.4,5,7.8,85747.00,"81,183","90,311",.,.,.,.,.,.
34,39,NJ,Union County,"61,990","55,432","68,548",11.5,10.3,12.7,"19,414","16,456","22,372",15,12.7,17.3,"13,605","11,254","15,956",14.4,11.9,16.9,64272.00,"61,676","66,868",.,.,.,.,.,.
34,41,NJ,Warren County,"9,194","7,643","10,745",8.7,7.2,10.2,"2,720","2,261","3,179",11.6,9.6,13.6,"1,984","1,625","2,343",11.1,9.1,13.1,68011.00,"63,231","72,791",.,.,.,.,.,.
35,0,NM,New Mexico,"437,923","427,727","448,119",21.4,20.9,21.9,"151,127","146,034","156,220",30.1,29.1,31.1,"103,790","99,390","108,190",28.5,27.3,29.7,44026.00,"43,134","44,918","45,301","42,751","47,851",33.2,31.3,35.1
35,1,NM,Bernalillo County,"124,381","116,612","132,150",18.7,17.5,19.9,"41,990","38,523","45,457",27.1,24.9,29.3,"28,774","26,096","31,452",25.7,23.3,28.1,48053.00,"45,999","50,107",.,.,.,.,.,.
35,3,NM,Catron County,776,592,960,21.7,16.6,26.8,212,162,262,40.8,31.2,50.4,146,107,185,36.5,26.9,46.1,32644.00,"29,367","35,921",.,.,.,.,.,.
35,5,NM,Chaves County,"13,616","11,050","16,182",21.2,17.2,25.2,"5,503","4,375","6,631",31.2,24.8,37.6,"3,720","2,870","4,570",29.1,22.5,35.7,41388.00,"38,843","43,933",.,.,.,.,.,.
35,6,NM,Cibola County,"7,986","6,672","9,300",32.2,26.9,37.5,"2,824","2,357","3,291",42.9,35.8,50,"1,934","1,582","2,286",41.2,33.7,48.7,36307.00,"33,106","39,508",.,.,.,.,.,.
35,7,NM,Colfax County,"2,540","2,018","3,062",20.1,16,24.2,816,647,985,32.3,25.6,39,534,402,666,28.6,21.5,35.7,37152.00,"33,642","40,662",.,.,.,.,.,.
35,9,NM,Curry County,"10,352","8,665","12,039",21.1,17.7,24.5,"4,065","3,294","4,836",29.8,24.2,35.4,"2,630","2,031","3,229",28.4,21.9,34.9,39186.00,"36,342","42,030",.,.,.,.,.,.
35,11,NM,DeBaca County,418,323,513,22,17,27,155,119,191,36.9,28.4,45.4,109,81,137,37.2,27.6,46.8,33045.00,"29,710","36,380",.,.,.,.,.,.
35,13,NM,Dona Ana County,"56,536","51,210","61,862",27,24.5,29.5,"20,624","18,052","23,196",37.6,32.9,42.3,"14,220","12,228","16,212",36.4,31.3,41.5,36831.00,"34,321","39,341",.,.,.,.,.,.
